ID,Name,Country,League,Club
p248827,Johnson,Cameroon,NWSL,NC Courage
p265896,Joly,France,GPFBL,RB Leipzig
p241491,Kaneryd,Sweden,Barclays WSL,Chelsea
p264904,Khelifi,France,Arkema PL,Montpellier
p267320,Kizer,United States,NWSL,NJ/NY Gotham
p272119,Landaluze,Spain,Liga F,Athletic Club
p267653,Le Mouël,France,Arkema PL,Paris FC
p248219,Adriana,Brazil,NWSL,Orlando Pride
p269959,Lerond,France,Arkema PL,Montpellier
p247116,Li Mengwen,China PR,Barclays WSL,Brighton
p265894,Louis,Haiti,Arkema PL,Montpellier
p264930,Matysik,Poland,GPFBL,1. FC Köln
p243262,McCutcheon,United States,NWSL,Orlando Pride
p246568,Meffometou,Cameroon,Arkema PL,FC Fleury 91
p265039,Meißner,Germany,GPFBL,SGS Essen
p267222,Menges,United States,NWSL,Bay FC
p245834,Momiki,Japan,Barclays WSL,Leicester City
p267223,Moultrie,United States,NWSL,Portland Thorns
p265850,Mpome,France,Barclays WSL,Chelsea
p265258,Naz,England,Barclays WSL,Spurs
p275969,Noordam,Holland,Nederland Vrouwen Liga,Ajax
p265052,Ostermeier,Germany,GPFBL,Leverkusen
p264959,Ould Hocine,France,Arkema PL,Paris FC
p265859,Palis,France,Arkema PL,Montpellier
p265085,Pfluger,Germany,GPFBL,SGS Essen
p273404,Piubel,Switzerland,Barclays WSL,West Ham
p272099,Macarena Portales,Spain,Liga F,Levante Badalona
p265952,Rabanne,France,Arkema PL,FC Nantes
p267244,Rowland,United States,NWSL,Bay FC
p226988,Rubensson,Sweden,NWSL,Houston Dash
p243771,Smith,United States,NWSL,NJ/NY Gotham
p265092,Sombath,France,Arkema PL,OL
p267373,Spencer,United States,NWSL,Angel City FC
p265254,Spencer,Jamaica,Barclays WSL,Spurs
p265060,Stegemann,Germany,GPFBL,SC Freiburg
p265079,Steuerwald,Germany,GPFBL,SC Freiburg
p228630,Esther Sullastres,Spain,Liga F,Sevilla FC
p266598,Summanen,Finland,Barclays WSL,Spurs
p266254,Terland,Norway,Barclays WSL,Manchester Utd
p266962,Thomas,France,Calcio A Femminile,Juventus
p236648,Tounkara,France,Arkema PL,Paris SG
p267660,Traoré,Mali,Arkema PL,FC Fleury 91
p265332,Turner,England,Barclays WSL,Aston Villa
p247792,Weerden,Holland,Barclays WSL,Crystal Palace
p226976,Wik,Sweden,Sverige Liga,FC Rosengård
p265263,Williams,England,Barclays WSL,Manchester Utd
p253417,Wilms,Holland,GPFBL,VfL Wolfsburg
p264921,Wirtz,Germany,GPFBL,SV Werder Bremen
p267199,Angelina,Brazil,NWSL,Orlando Pride
p275581,Arene Altonaga,Spain,Liga F,SD Eibar
p272259,Carla Armengol,Spain,Liga F,Real Betis
p267505,Baggett,United States,NWSL,Rac. Louisville
p264876,Baijings,Holland,Barclays WSL,Aston Villa
p226339,Barnhart,United States,NWSL,Washington Spirit
p264944,Benyahia,France,Arkema PL,OL
p272054,Cahynová,Czech Republic,Liga F,Real Sociedad
p265865,Cardia,France,Arkema PL,Havre AC
p242795,Marta Carro,Spain,Liga F,Valencia CF
p256094,Cascarino,France,Calcio A Femminile,Juventus
p261785,Cayman,Belgium,Barclays WSL,Leicester City
p267365,Charley,United States,NWSL,Orlando Pride
p262866,Cooney-Cross,Australia,Barclays WSL,Arsenal
p269208,Davis,United States,Arkema PL,Paris FC
p272014,María De Alharilla,Spain,Liga F,Levante UD
p265878,Declercq,France,Arkema PL,Dijon FCO
p267298,Dougherty Howard,United States,NWSL,Angel City FC
p265350,Evans,Wales,Barclays WSL,Liverpool
p265875,Fercocq,France,Arkema PL,En Avant Guingamp
p265833,Fernandes,France,Arkema PL,FC Fleury 91
p268261,Fontaine,France,Arkema PL,FC Fleury 91
p265377,Fudalla,Germany,GPFBL,RB Leipzig
p272232,Patri Gavira,Spain,Liga F,UD Tenerife
p265879,Goetsch,France,Arkema PL,Dijon FCO
p265116,Hausicke,Germany,GPFBL,SV Werder Bremen
p267219,Hogan,United States,NWSL,Portland Thorns
p266922,Holland,Wales,Barclays WSL,Liverpool
p245877,Howard,Scotland,Barclays WSL,Leicester City
p265931,Jézéquel,France,Arkema PL,Strasbourg
p270525,Kett,Germany,GPFBL,FC Bayern München
p272338,Kowalski,Germany,GPFBL,SGS Essen
p267235,Kurtz,United States,NWSL,NC Courage
p275917,Larsson,Sweden,Sverige Liga,FC Rosengård
p267207,Latsko,United States,NWSL,Seattle Reign
p276468,Leitner,Austria,Liga F,SD Eibar
p272055,Eva Llamas,Spain,Liga F,Sevilla FC
p265121,Lührßen,Germany,GPFBL,Frankfurt
p275811,Lukášová,Czech Republic,Calcio A Femminile,Roma
p267369,Lussi,United States,NWSL,NC Courage
p272340,Maier,Germany,GPFBL,SGS Essen
p272200,Cecilia Marcos,Spain,Liga F,Real Sociedad
p264923,Marti,Switzerland,GPFBL,RB Leipzig
p267261,McKeown,United States,NWSL,Washington Spirit
p267273,Miller,United States,NWSL,NJ/NY Gotham
p267325,Milliet,United States,NWSL,Rac. Louisville
p245833,Miura,Japan,NWSL,NC Courage
p273227,Miyazawa,Japan,Barclays WSL,Manchester Utd
p267358,Monaghan,United States,NWSL,Utah Royals FC
p272217,Monday,Nigeria,Liga F,UD Tenerife
p246899,Motlhalo,South Africa,NWSL,Rac. Louisville
p272167,Mrabet,Morocco,Liga F,Valencia CF
p267341,Nelson,United States,NWSL,Utah Royals FC
p265047,Ostermeier,Germany,GPFBL,SGS Essen
p276775,Petiteau,France,Arkema PL,Montpellier
p267242,Pinto,United States,NWSL,NC Courage
p267225,Pogarch,United States,NWSL,Utah Royals FC
p271742,Gio Garbelini,Brazil,Liga F,Atlético de Madrid
p268908,Reid,United States,NWSL,Angel City FC
p275784,Lauri,Spain,Liga F,Granada CF
p275945,Sabajo,Holland,Nederland Vrouwen Liga,Ajax
p272124,Bibi,Germany,Liga F,Athletic Club
p267276,Sharples,United States,NWSL,KC Current
p275927,Nycole Raysla,Brazil,Liga Portugal Feminino,SL Benfica
p245889,Smith,Scotland,Barclays WSL,West Ham
p267277,St-Georges,Canada,NWSL,NC Courage
p267309,Strom,United States,NWSL,Orlando Pride
p233330,Thorisdottir,Norway,Barclays WSL,Brighton
p272122,Valedezate,Spain,Calcio A Femminile,Roma
p273099,Vangsgaard,Denmark,Calcio A Femminile,Juventus
p261786,Vanhaevermaet,Belgium,Barclays WSL,Everton
p267213,Watt,United States,NWSL,Orlando Pride
p267247,Williams,United States,NWSL,NC Courage
p264975,Wolter,Germany,GPFBL,Frankfurt
p243770,Zerboni,United States,NWSL,NJ/NY Gotham
p272127,Maite Zubieta,Spain,Liga F,Athletic Club
p267519,Abello,United States,NWSL,Orlando Pride
p267529,Alidou,Canada,Liga Portugal Feminino,SL Benfica
p275589,Álvarez,Guatemala,Liga F,SD Eibar
p276519,Amani,Côte d'Ivoire,Liga F,SD Eibar
p264907,Arfaoui,Switzerland,GPFBL,SV Werder Bremen
p267250,Bailey,United States,NWSL,Bay FC
p265049,Berentzen,Germany,GPFBL,SGS Essen
p279812,Bethune,United States,NWSL,Washington Spirit
p267348,Betos,United States,NWSL,NJ/NY Gotham
p227243,Bonner,England,Barclays WSL,Liverpool
p265166,Brandenburg,Germany,GPFBL,SV Werder Bremen
p267379,Briede,United States,NWSL,Houston Dash
p265331,Brosnan,Republic of Ireland,Barclays WSL,Everton
p246223,Brown,Jamaica,Liga Portugal Feminino,SL Benfica
p268640,Cance,France,Arkema PL,Havre AC
p265968,Caputo,France,Arkema PL,AS Saint Étienne
p272266,Chamorro,Paraguay,Liga F,RCD Espanyol
p264977,Chapelle,Morocco,Arkema PL,Strasbourg
p275904,Chiba,Japan,GPFBL,Frankfurt
p270612,Demeyere,Belgium,Arkema PL,Havre AC
p268988,Diakité,Côte d'Ivoire,Arkema PL,FC Fleury 91
p275932,Pauleta,Spain,Liga Portugal Feminino,SL Benfica
p265703,Doorn,Holland,GPFBL,TSG Hoffenheim
p266092,Dorsey,United States,NWSL,Utah Royals FC
p270619,Elisor,France,Arkema PL,Havre AC
p272229,Estella,Spain,Liga F,UD Tenerife
p267254,Feist,United States,NWSL,KC Current
p265334,Finnigan,England,Barclays WSL,Everton
p271819,Flach,Germany,GPFBL,SGS Essen
p264926,Friedrich,Germany,GPFBL,Leverkusen
p271837,Fürst,Germany,GPFBL,SGS Essen
p228626,Débora,Spain,Liga F,Sevilla FC
p272025,Violeta Quiles,Spain,Liga F,Real Sociedad
p267286,Gareis,United States,NWSL,Houston Dash
p265016,Graf,Germany,GPFBL,RB Leipzig
p264925,Gräwe,Germany,GPFBL,Frankfurt
p265083,Gudorf,Germany,GPFBL,SC Freiburg
p276846,Haley,United States,Barclays WSL,Brighton
p266975,Haug,Norway,Barclays WSL,Liverpool
p264938,Hechler,Germany,GPFBL,1. FC Köln
p265012,Holmgaard,Denmark,Barclays WSL,Everton
p268012,Jacobs,United States,NWSL,Houston Dash
p227208,Celia,Spain,NWSL,Orlando Pride
p265096,Kazadi,France,Arkema PL,En Avant Guingamp
p266918,Kearns,England,Barclays WSL,Aston Villa
p267206,King,United States,NWSL,Seattle Reign
p244058,Kop,Holland,Barclays WSL,Leicester City
p270895,Kouache,France,Arkema PL,Havre AC
p275820,Krejčiříková,Czech Republic,Ceska Liga Žen,Slavia Praha
p265906,Lahmari,Morocco,Liga F,Levante UD
p245891,Lauder,Scotland,Scottish Women's League,Glasgow City FC
p267304,Lawrence,United States,NWSL,Orlando Pride
p227674,Lee Young Ju,Korea Republic,Liga F,Levante Badalona
p265006,Leimenstoll,Germany,GPFBL,1. FC Köln
p264889,Leitzig,Germany,Barclays WSL,Leicester City
p267531,Leuchter,Holland,Arkema PL,Paris SG
p272148,María Llompart,Spain,Liga F,Levante Badalona
p245888,Love,Scotland,Scottish Women's League,Glasgow City FC
p279516,Manner,Finland,NWSL,Orlando Pride
p267652,Mansuy,France,Arkema PL,Havre AC
p267322,Martin,United States,NWSL,NJ/NY Gotham
p272098,Asun Martínez,Spain,Liga F,Valencia CF
p267385,McGrady,United States,Arkema PL,Dijon FCO
p277048,Ari Mingueza,Spain,Liga F,Granada CF
p267291,Montefusco,United States,NWSL,Orlando Pride
p265339,Morgan,England,NWSL,Washington Spirit
p272214,N'Guessan,Côte d'Ivoire,Liga F,UD Tenerife
p270892,Nagano,Japan,Barclays WSL,Liverpool
p271890,Ngock,Cameroon,Arkema PL,Stade de Reims
p261838,Andreia Norton,Portugal,Liga Portugal Feminino,SL Benfica
p272129,Irene Oguiza,Spain,Liga F,Athletic Club
p276796,Owusu,Ghana,Liga F,Real Sociedad
p265237,Patten,England,Barclays WSL,Aston Villa
p267305,Petersen,United States,NWSL,Rac. Louisville
p271443,Emma Ramírez,Spain,Liga F,Real Sociedad
p272235,Noelia Ramos,Spain,Liga F,UD Tenerife
p267243,Ratcliffe,United States,NWSL,Washington Spirit
p272089,Real,Ecuador,Liga F,Valencia CF
p265002,Ribadeira,France,Arkema PL,Paris FC
p261853,Diana Gomes,Portugal,Liga F,Sevilla FC
p273405,Riesen,Switzerland,GPFBL,Frankfurt
p265289,Robinson,England,Barclays WSL,Aston Villa
p269829,Roth,France,Arkema PL,Havre AC
p277866,Samoura,France,Arkema PL,Paris SG
p272087,Pauleta Sancho,Spain,Liga F,Valencia CF
p275578,Andrea Sierra,Spain,Liga F,SD Eibar
p261858,Catarina Amado,Portugal,Liga Portugal Feminino,SL Benfica
p268470,Lúcia Alves,Portugal,Liga Portugal Feminino,SL Benfica
p267245,Speck,United States,NWSL,NC Courage
p265246,Spence,Jamaica,Barclays WSL,Spurs
p267211,Stanton,United States,NWSL,Seattle Reign
p265033,Sterner,Germany,GPFBL,SGS Essen
p267278,Stevens,United States,NWSL,NJ/NY Gotham
p268647,Stiévenart,France,Arkema PL,Havre AC
p273239,Tagnaout,Morocco,Liga F,Sevilla FC
p261848,Inês Pereira,Portugal,Liga F,RC Deportivo
p273466,Thompson,United States,NWSL,Angel City FC
p266592,Troelsgaard,Denmark,Calcio A Femminile,Roma
p265119,Ulbrich,Germany,GPFBL,SV Werder Bremen
p272130,Itxaso,Spain,Liga F,Athletic Club
p272159,Irina Uribe,Spain,Liga F,Levante Badalona
p267522,Van der Jagt,United States,NWSL,Seattle Reign
p258680,van Domselaar,Holland,Barclays WSL,Arsenal
p267344,Vasconcelos,United States,NWSL,Utah Royals FC
p271347,Veje,Denmark,Barclays WSL,Crystal Palace
p268939,Bruna,Spain,Barclays WSL,Brighton
p266240,Vine,Australia,NWSL,NC Courage
p265053,Winkler,Germany,GPFBL,SGS Essen
p265352,Woodham,Wales,NWSL,Seattle Reign
p247477,Zigiotti,Sweden,GPFBL,FC Bayern München
p274846,Alber,Germany,GPFBL,TSG Hoffenheim
p265253,Ale,England,Barclays WSL,Leicester City
p272097,Ainhoa Alguacil,Spain,Liga F,Valencia CF
p272826,Ary Borges,Brazil,NWSL,Rac. Louisville
p272274,Andrade,Switzerland,GPFBL,RB Leipzig
p272136,Paula Arana,Spain,Liga F,Granada CF
p278651,Eider Arana,Spain,Liga F,SD Eibar
p269657,Arnardóttir,Iceland,Sverige Liga,FC Rosengård
p265021,Barth,Germany,Liga F,Atlético de Madrid
p272086,Bea Beltrán,Spain,Liga F,UD Tenerife
p265862,Berkely,United States,NWSL,NC Courage
p273777,Julia Bianchi,Brazil,NWSL,Chicago Red Stars
p271845,Bienz,Switzerland,GPFBL,1. FC Köln
p265840,Blanc,France,Arkema PL,Montpellier
p265317,Blindkilde Brown,England,Barclays WSL,Manchester City
p269972,Bogaert,France,Arkema PL,Paris FC
p268478,Bragstad,Norway,GPFBL,Leverkusen
p245884,Brown,Scotland,Scottish Women's League,Glasgow City FC
p265171,Browne,St. Kitts and Nevis,Liga F,Valencia CF
p261857,Rute Costa,Portugal,Liga Portugal Feminino,SL Benfica
p272244,Carrasco,Venezuela,Liga F,Levante UD
p268302,Cook,United States,NWSL,Chicago Red Stars
p72438,Cosson,France,Arkema PL,FC Nantes
p273547,Thais Ferreira,Brazil,Liga F,UD Tenerife
p272032,Leles Carrión,Spain,Liga F,Granada CF
p267332,Del Fava,United States,NWSL,Utah Royals FC
p265944,Donnary,France,Arkema PL,En Avant Guingamp
p267299,Doyle,United States,NWSL,Orlando Pride
p265046,Elmazi,Germany,GPFBL,SGS Essen
p269213,Enguehard,France,Arkema PL,Havre AC
p264965,Eninger,France,Arkema PL,FC Nantes
p266913,Fahey,Republic of Ireland,Barclays WSL,Liverpool
p268941,Jana,Spain,Liga F,FC Barcelona
p267300,Fishel,United States,Barclays WSL,Chelsea
p272047,Ana Franco,Spain,Liga F,Levante UD
p275779,Naima García,Spain,Liga F,Real Betis
p272111,Sonia Majarín,Spain,Liga F,Levante Badalona
p270049,Gavory,France,Arkema PL,Havre AC
p273205,Grant,Holland,Barclays WSL,Aston Villa
p270526,Grec,Poland,Arkema PL,Dijon FCO
p265868,Gudmundsdóttir,Iceland,NWSL,NJ/NY Gotham
p268643,Guellati,Algeria,Arkema PL,En Avant Guingamp
p273520,Hamano,Japan,Barclays WSL,Chelsea
p239756,Hansen,Norway,GPFBL,FC Bayern München
p273271,Kanu,Nigeria,NWSL,Rac. Louisville
p275961,Kardinaal,Holland,Nederland Vrouwen Liga,Ajax
p264961,Kassi,Morocco,Arkema PL,FC Fleury 91
p73027,Kielland,Norway,GPFBL,VfL Wolfsburg
p266923,Kiernan,Republic of Ireland,Barclays WSL,Liverpool
p276862,Korošec,Slovenia,Arkema PL,Paris FC
p268649,Lamontagne,Canada,Arkema PL,AS Saint Étienne
p227354,Lavaud,France,Arkema PL,Dijon FCO
p266907,Laws,England,Barclays WSL,Liverpool
p271174,Liaigre,France,Arkema PL,Paris FC
p261863,Lichtfus,Belgium,Arkema PL,Havre AC
p267338,Loera,United States,NWSL,Bay FC
p271446,Vicky López,Spain,Liga F,FC Barcelona
p72149,Ainhoa Marín,Spain,Liga F,RC Deportivo
p265956,Martins,Portugal,Arkema PL,FC Fleury 91
p261845,Andreia Faria,Portugal,Liga Portugal Feminino,SL Benfica
p264949,Matheis,Germany,GPFBL,SV Werder Bremen
p266914,Matthews,England,Barclays WSL,Liverpool
p248365,McKenna,Jamaica,Liga F,Madrid CFF
p273406,Mégroz,Switzerland,Schweizer Damen Liga,FC Zürich
p272059,Teresa Mérida,Spain,Liga F,Levante UD
p248751,Micah,Australia,Barclays WSL,Liverpool
p275576,María Miralles,Spain,Liga F,SD Eibar
p268948,María Molina,Spain,Liga F,Levante UD
p265856,Moorhouse,England,NWSL,Orlando Pride
p265234,O'Brien,England,Barclays WSL,Leicester City
p272251,Patri Ojeda,Spain,Liga F,SD Eibar
p275925,Öling,Finland,Sverige Liga,FC Rosengård
p267326,Olofsson,Sweden,Liga F,Madrid CFF
p271841,Pal,Austria,GPFBL,1. FC Köln
p272073,Lucía Pardo,Spain,Liga F,Real Sociedad
p265307,Parker,England,Barclays WSL,Aston Villa
p272043,Pérez,Colombia,GPFBL,SV Werder Bremen
p272109,Xènia Pérez,Spain,Liga F,Atlético de Madrid
p267644,Perrault,France,Arkema PL,En Avant Guingamp
p275887,Pilgrim,Switzerland,Calcio A Femminile,Roma
p265042,Piljić,Germany,GPFBL,Leverkusen
p275888,Pinther,Austria,Arkema PL,Dijon FCO
p275587,Pizarro,Uruguay,Liga F,SD Eibar
p264920,Pollak,Germany,GPFBL,RB Leipzig
p237287,Mariasun Quiñones,Spain,Liga F,Athletic Club
p265051,Räcke,Germany,GPFBL,RB Leipzig
p267654,Richard,France,Liga F,UD Tenerife
p237290,Andrea Falcón,Spain,Liga Portugal Feminino,SL Benfica
p272211,Olatz Santana,Spain,Liga F,Real Sociedad
p271893,Bruninha,Brazil,NWSL,NJ/NY Gotham
p272205,Izarne Sarasola,Spain,Liga F,Real Sociedad
p265111,Sehan,Germany,GPFBL,SV Werder Bremen
p271040,Shaw,United States,NWSL,San Diego Wave
p268642,Sieber,France,Arkema PL,En Avant Guingamp
p264910,Siems,Germany,GPFBL,SV Werder Bremen
p265027,Sissoko,France,Arkema PL,Paris FC
p246235,Staniforth,England,Barclays WSL,Aston Villa
p273403,Stierli,Switzerland,GPFBL,SC Freiburg
p269214,Sumo,France,Arkema PL,FC Nantes
p264978,Talaslahti,Finland,Arkema PL,Dijon FCO
p271165,Terchoun,Switzerland,Arkema PL,Dijon FCO
p265233,Tierney,England,Barclays WSL,Leicester City
p272128,Marta Unzué,Spain,Liga F,Athletic Club
p271788,Wiankowska,Poland,GPFBL,1. FC Köln
p264931,Wieder,Germany,GPFBL,SV Werder Bremen
p247743,Wu Chengshu,China PR,Arkema PL,Dijon FCO
p265082,Achcińska,Poland,GPFBL,1. FC Köln
p277966,Ahtinen,Finland,Barclays WSL,Spurs
p267378,Ali,United States,NWSL,San Diego Wave
p275579,Carla Andrés,Spain,Liga F,SD Eibar
p277308,Baraniak,Germany,Schweizer Damen Liga,FC Zürich
p227011,Berglund,Sweden,Sverige Liga,FC Rosengård
p265145,Birkholz,Germany,GPFBL,Carl Zeiss Jena
p267314,Bloomer,United States,NWSL,Rac. Louisville
p265106,Borbe,Germany,GPFBL,VfL Wolfsburg
p72340,Botero,Colombia,Liga F,RCD Espanyol
p267521,Bova,United States,NWSL,NC Courage
p72221,Millene Cabral,Spain,Liga F,RC Deportivo
p243407,Cameron,Jamaica,Liga F,Real Betis
p275588,Laura Camino,Spain,Liga F,SD Eibar
p279693,Campbell,Austria,GPFBL,SC Freiburg
p265883,Carage,France,Arkema PL,Dijon FCO
p272246,Sandra Castelló,Spain,Liga F,UD Tenerife
p273244,Chebbak,Morocco,Liga F,Levante Badalona
p226309,Cramer,Germany,GPFBL,Turbine Potsdam
p265941,Daoudi,Morocco,Arkema PL,En Avant Guingamp
p267200,Dickey,United States,NWSL,Seattle Reign
p265124,Dieckmann,Germany,GPFBL,SV Werder Bremen
p275849,Egli,Switzerland,GPFBL,SC Freiburg
p272065,Estela Férnandez,Spain,Liga F,Real Betis
p265028,Fischer,Germany,GPFBL,Turbine Potsdam
p268995,Claudia Florentino,Spain,Liga F,Valencia CF
p267353,Freeman,United States,NWSL,NJ/NY Gotham
p275938,Gasper,Germany,Liga Portugal Feminino,SL Benfica
p265007,Gerhardt,Germany,GPFBL,1. FC Köln
p265287,Gibbons,England,Barclays WSL,Crystal Palace
p267517,Griffith,United States,NWSL,Chicago Red Stars
p272280,Günnewig,Germany,GPFBL,SC Freiburg
p267354,Hancuff,United States,NWSL,NC Courage
p233322,Hansen,Norway,GPFBL,Leverkusen
p265347,Harries,England,Barclays WSL,West Ham
p272994,Haught,United States,NWSL,Utah Royals FC
p267257,Heilferty,United States,NWSL,Washington Spirit
p72362,Anita Hernández,Spain,Liga F,RCD Espanyol
p265086,Herzog,Switzerland,GPFBL,RB Leipzig
p266915,Hinds,England,Barclays WSL,Liverpool
p265383,Hipp,Germany,GPFBL,RB Leipzig
p72470,Ito,Japan,GPFBL,Turbine Potsdam
p267204,Ivory,United States,NWSL,Seattle Reign
p279866,Jorde,Norway,GPFBL,Leverkusen
p279694,Karich,United States,GPFBL,SC Freiburg
p264966,Kassen,Germany,GPFBL,SC Freiburg
p268461,Kees,Belgium,Barclays WSL,Leicester City
p246414,Knaak,Germany,Sverige Liga,FC Rosengård
p276772,Kopińska,Poland,Arkema PL,FC Fleury 91
p73014,Kramer,Denmark,GPFBL,Leverkusen
p273010,Kühl,Denmark,Barclays WSL,Arsenal
p264934,Küver,Germany,GPFBL,VfL Wolfsburg
p236478,Bárbara Latorre,Spain,Liga F,RC Deportivo
p269811,Le Moguédec,France,Arkema PL,Stade de Reims
p242524,Leat,New Zealand,Barclays WSL,Aston Villa
p268348,Lester,United States,NWSL,Seattle Reign
p272071,Cristina Librán,Spain,Liga F,Madrid CFF
p258979,MacIver,England,Barclays WSL,Manchester City
p271809,Madsen,Denmark,Barclays WSL,Everton
p265126,Mahmoud,Germany,GPFBL,SV Werder Bremen
p72364,Carol Marín,Spain,Liga F,RCD Espanyol
p265842,Mbakem-Niaro,France,Arkema PL,Montpellier
p73653,Menglu,China PR,GPFBL,Leverkusen
p274779,Metayer,United States,NWSL,Washington Spirit
p272697,Moreno,Venezuela,Liga F,UD Tenerife
p275913,Mukasa,Sweden,Sverige Liga,FC Rosengård
p265378,Müller,Germany,GPFBL,RB Leipzig
p71303,Németh,Hungary,GPFBL,VfL Wolfsburg
p271784,Németh,Hungary,GPFBL,SV Werder Bremen
p273382,Nolan,Republic of Ireland,Barclays WSL,Crystal Palace
p265067,Nuding,Germany,GPFBL,SC Freiburg
p72444,Ould Braham,Algeria,Arkema PL,FC Nantes
p265336,Pattinson,England,Barclays WSL,Brighton
p275523,Paulick,Germany,GPFBL,Frankfurt
p267662,Peniguel,France,Arkema PL,En Avant Guingamp
p275787,Laura Pérez,Spain,Liga F,Granada CF
p265506,Pickett,Canada,NWSL,NC Courage
p272341,Rieke,Germany,GPFBL,SGS Essen
p250751,Riviere,Canada,Barclays WSL,Manchester Utd
p272234,Clau Blanco,Spain,Liga F,UD Tenerife
p246205,Schneider,Jamaica,NWSL,Chicago Red Stars
p275923,Seike,Japan,Barclays WSL,Brighton
p71527,Sentnor,United States,NWSL,Utah Royals FC
p264960,Sheehan,United States,NWSL,NJ/NY Gotham
p248367,Solaun,Jamaica,NWSL,Houston Dash
p265117,Sternad,Germany,GPFBL,SV Werder Bremen
p70145,Tanikawa,Japan,Sverige Liga,FC Rosengård
p262459,Anna Torrodà,Spain,Liga F,Levante UD
p273265,Ucheibe,Nigeria,Liga Portugal Feminino,SL Benfica
p272257,Elba Vergés,Spain,Liga F,SD Eibar
p271839,Vobian,Germany,GPFBL,SC Freiburg
p265123,Walkling,Germany,GPFBL,SV Werder Bremen
p267345,Weber,United States,NWSL,KC Current
p264996,Wienroither,Austria,Barclays WSL,Arsenal
p267317,Wright,United States,NWSL,Rac. Louisville
p264914,Zeller,Hungary,GPFBL,1. FC Köln
p265057,Zicai,Germany,GPFBL,SC Freiburg
p276767,Abdu,Canada,Arkema PL,En Avant Guingamp
p267282,Alozie,Nigeria,NWSL,Houston Dash
p267283,Anderson,United States,NWSL,Bay FC
p245883,Arthur,Scotland,Barclays WSL,Crystal Palace
p246633,Ayinde,Nigeria,Sverige Liga,FC Rosengård
p273168,Ballisager,Denmark,NWSL,KC Current
p258577,Peke,Spain,Liga F,Athletic Club
p265973,Bataillard,France,Arkema PL,AS Saint Étienne
p276904,Cristina Baudet,Spain,Liga F,Levante Badalona
p270830,Belkhiter,Algeria,Arkema PL,AS Saint Étienne
p267330,Bennett,United States,NWSL,San Diego Wave
p276850,Benz,Switzerland,Schweizer Damen Liga,FC Zürich
p265421,Bergsvand,Norway,Barclays WSL,Brighton
p267214,Betfort,United States,NWSL,Utah Royals FC
p264979,Bigot,France,Arkema PL,En Avant Guingamp
p270079,Bike,United States,NWSL,Chicago Red Stars
p273149,Carabalí,Colombia,Barclays WSL,Brighton
p272015,Estela Carbonell,Spain,Liga F,Levante UD
